name,name_corrected,alpha_2,alpha_3,country_code,iso_3166_2,region,sub_region,intermediate_region,region_code,sub_region_code,intermediate_region_code,airport.n,airport_souce,area.2020,area_souce,seaport.n,seaport_souce,GADM.clim_ncell,GADM.clim_ncellNA,GADM.clim_ncellAVL,wc2.1_10m_bio_1,wc2.1_10m_bio_12,clim_souce,wto.member,wto.year,wto_souce,Total_Population_1.July_1k_pop_2016,Total_Population_1.July_1k_pop_2017,Total_Population_1.July_1k_pop_2018,Total_Population_1.July_1k_pop_2019,Total_Population_1.July_1k_pop_2020,Area_km2_pop_2016,Area_km2_pop_2017,Area_km2_pop_2018,Area_km2_pop_2019,Area_km2_pop_2020,population_density_km2_pop_2016,population_density_km2_pop_2017,population_density_km2_pop_2018,population_density_km2_pop_2019,population_density_km2_pop_2020,mean.population_1k,mean.area_km2,mean.population.density_km2,population_souce,HS_06,HS_07,HS_08,HS_12,HS_TOTAL,HS_06_cpi2016,HS_07_cpi2016,HS_08_cpi2016,HS_12_cpi2016,HS_TOTAL_cpi2016,HS_TOTAL.n,years.used,trade_souce,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop.mean,Pop.and.GDP.source,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp.mean,gdp.n,gdp.years.used,gdp_2016_cpi2016,gdp_2017_cpi2016,gdp_2018_cpi2016,gdp_2019_cpi2016,gdp_2020_cpi2016,gdp.mean_cpi2016,island,island.source,HS_06_n_importers_avg,HS_07_n_importers_avg,HS_08_n_importers_avg,HS_12_n_importers_avg,HS_TOTAL_n_importers_avg,HS_06_shannon_avg,HS_07_shannon_avg,HS_08_shannon_avg,HS_12_shannon_avg,HS_TOTAL_shannon_avg,HS_06_simpson_avg,HS_07_simpson_avg,HS_08_simpson_avg,HS_12_simpson_avg,HS_TOTAL_simpson_avg,HS_06_evenness_avg,HS_07_evenness_avg,HS_08_evenness_avg,HS_12_evenness_avg,HS_TOTAL_evenness_avg,HS_06_total_trade_cpi2016_avg,HS_07_total_trade_cpi2016_avg,HS_08_total_trade_cpi2016_avg,HS_12_total_trade_cpi2016_avg,HS_TOTAL_total_trade_cpi2016_avg,Observed_SR,Observed_PD,Observed_MPD,Observed_MNTD,Null_mean_PD,Null_mean_MPD,Null_mean_MNTD,Null_sd_PD,Null_sd_MPD,Null_sd_MNTD,SES_PD,SES_MPD,SES_MNTD,P_value_PD,P_value_MPD,P_value_MNTD,n_rand
Ethiopia,Ethiopia,ET,ETH,231,ISO 3166-2:ET,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,61,Global Airport Database,1136239.544,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2329461,3339,22.67237035,801.1171009,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,105293.23,108197.95,111129.44,114120.59,117190.91,1000030.677,999981.0536,999994.9609,1000005.17,1000007.765,105.29,108.2,111.13,114.12,117.19,111186.424,1000003.925,111.186,World Trade Organization,3113157.717,85346757.49,9765368.706,11561969.85,15563897656,2990276.113,81798175.41,9328516.855,11059650.08,14970792254,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,102403.198,106399.925,109224.411,112078.728,114963.585,109013.9694,Gravity database,72374255.62,81770791.97,84269348.33,95912590.63,107657734.4,88396944.19,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,72374255.62,80065454.63,80544619.44,90041692.78,99836241.57,84572452.81,no,NA,24.6,27.2,37.2,34.8,166.2,2.047717653,1.475604933,2.372552356,2.526289599,2.903690143,0.824432355,0.683969659,0.849709175,0.891799849,0.880983745,0.639614697,0.446451534,0.65858637,0.711880066,0.567921849,2990276.113,81798175.41,9328516.855,11020130.04,14874792099,58,3399.43876,225.5270644,71.36906294,4682.321348,267.3562677,116.3890413,399.869582,19.32910744,12.55409472,-3.208252504,-2.164052501,-3.586079235,0.999,1,1,999
Falkland Islands (Malvinas),Falkland Islands (Malvinas),FK,FLK,238,ISO 3166-2:FK,Americas,Latin America and the Caribbean,South America,19,419,5,2,Global Airport Database,NA,NA,1,Maritime Safety Information,2332800,2332740,60,6.448839561,536.5333333,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,3.51,3.6,3.66,3.71,3.75,12103.44828,12000,12200,11967.74194,12096.77419,0.29,0.3,0.3,0.31,0.31,3.646,12073.59288,0.302,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,Faroe Islands,FO,FRO,234,ISO 3166-2:FO,Europe,Northern Europe,NA,150,154,NA,1,Global Airport Database,12959.67,the Food and Agriculture Organization (FAO) of the United Nations,9,Maritime Safety Information,2332800,2332792,8,6.143479943,2754.375,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,49.5,50.23,50.96,51.68,52.42,1385.002798,1384.891095,1385.159011,1384.780279,1384.940555,35.74,36.26999999,36.78999999,37.31999999,37.85,50.958,1384.954748,36.79399999,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,49.117,48.326,48.497,48.677,48.865,48.6964,Gravity database,NA,2969876.872,3180074.747,3268839.776,3240759.989,3164887.846,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,2907939.818,3039514.549,3068751.088,3005314.007,3005379.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,Fiji,FJ,FJI,242,ISO 3166-2:FJ,Oceania,Melanesia,NA,9,54,NA,34,Global Airport Database,18270,the Food and Agriculture Organization (FAO) of the United Nations,5,Maritime Safety Information,2332800,2332746,54,24.42229204,2665.203704,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,918.37,919.02,919,918.47,920.42,18268.74876,18270.77535,18270.37773,18270.73801,18269.55141,50.26999999,50.29999999,50.30000001,50.27000001,50.38,919.056,18270.03825,50.304,World Trade Organization,61593.2478,37520851.88,10749472.38,8437455.159,2389705572,59075.2645,36062986.45,10328160.77,8041482.483,2296351190,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,898.76,877.46,883.49,889.955,896.444,889.2218,Gravity database,4631626.24,5353404.422,5581371.85,5496264.766,4574413.823,5127416.22,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,4631626.24,5241758.684,5334673.645,5159833.347,4242075.927,4921993.569,yes,https://wikimili.com/en/List_of_island_countries,6,24.4,24.8,19.8,150.2,1.15269457,1.072452136,1.380166044,1.131150914,2.443996041,0.600250818,0.494204461,0.668836618,0.477433704,0.870024303,0.6500411,0.339731926,0.430552917,0.386277402,0.487835043,58721.49032,35970668.07,10317746.71,7639141.714,2202920559,369,13623.31966,242.0507086,49.8500891,16510.08291,264.9849455,59.30692441,544.0395789,7.247057643,2.980593286,-5.306164038,-3.164627357,-3.172802998,1,1,1,999
Finland,Finland,FI,FIN,246,ISO 3166-2:FI,Europe,Northern Europe,NA,150,154,NA,76,Global Airport Database,338460,the Food and Agriculture Organization (FAO) of the United Nations,37,Maritime Safety Information,2332800,2330538,2262,1.494723708,581.3859416,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,5495.22,5508.14,5515.46,5521.54,5529.47,302433.6819,302312.843,302382.6754,302384.4469,302322.0339,18.17,18.22,18.24,18.26,18.29,5513.966,302367.1362,18.236,World Trade Organization,137238488.3,300711651.8,533546339.5,109010651,70188161974,131686951.3,288448527.8,511637644.9,104634476.1,67308710046,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,5495.096,5508.214,5515.525,5521.606,5529.543,5513.9968,Gravity database,236785041.4,255647979.9,275715087.5,268508200.1,271836962.9,261698654.4,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,236785041.4,250316417.9,263528403.1,252072566.4,252087607.6,250958007.3,no,NA,40.8,90.2,99.8,76.2,203.6,1.304582945,2.080968122,3.02435103,2.762384955,3.14997,0.535040188,0.777612793,0.917711749,0.910343979,0.927171245,0.35199806,0.462402317,0.657104706,0.637497362,0.592541607,131686942.5,288439735.8,511636160.5,104572320,64693660104,27,2109.399342,231.0869591,93.60676367,2634.404198,270.9295004,146.1628157,360.2913407,30.90110994,22.29703329,-1.457167566,-1.289356317,-2.357087213,0.944,0.992,0.996,999
France,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,NA,150,155,NA,483,Global Airport Database,549086.87,the Food and Agriculture Organization (FAO) of the United Nations,65,Maritime Safety Information,2332800,2330490,2310,10.66932907,848.8865801,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,63989.32,64144.09,64277.81,64399.76,64480.05,551394.399,551397.6618,551362.2405,551367.8082,551394.3048,116.05,116.33,116.58,116.8,116.94,64258.206,551383.2829,116.54,World Trade Organization,1262777043,3504593104,5871845758,1949049351,6.11415E+11,1210658345,3362224204,5630946226,1869322618,5.86716E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,66896.111,66918.022,67101.929,67248.924,67379.906,67108.9784,Gravity database,2465454096,2595151045,2790956879,2728870247,2630317731,2642150000,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,2465454096,2541028933,2667595800,2561833590,2439221278,2535026739,no,NA,104.8,139.2,153,133,228.6,1.414847415,2.359079711,2.953980685,3.071448262,3.332634021,0.579163704,0.823886977,0.872926245,0.927736239,0.935028089,0.304340994,0.477979715,0.587201829,0.628109689,0.613505447,1193951123,3335186709,5612136619,1860277651,5.73593E+11,39,2946.406439,266.6288234,90.77846521,3530.259536,273.1980416,132.4892187,392.4447725,26.7919935,17.32412014,-1.487733148,-0.245193336,-2.407669375,0.904,0.556,0.994,999
French Guiana,French Guiana,GF,GUF,254,ISO 3166-2:GF,Americas,Latin America and the Caribbean,South America,19,419,5,NA,NA,NA,NA,1,Maritime Safety Information,2332800,2332555,245,25.55561219,2711.759184,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,262.81,269.35,276.65,284.07,290.97,82128.125,82118.90244,82091.98813,82101.15607,82194.91525,3.2,3.28,3.37,3.46,3.54,276.77,82127.01738,3.37,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,French Polynesia,PF,PYF,258,ISO 3166-2:PF,Oceania,Polynesia,NA,9,61,NA,39,Global Airport Database,3471,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2332787,13,24.58877828,1766.153846,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,293.54,295.45,297.61,299.72,301.92,3683.985944,3683.915212,3684.204011,3683.87414,3684.197682,79.68,80.2,80.78,81.35999999,81.94999999,297.648,3684.035398,80.79399999,World Trade Organization,491568.2742,15819075.64,12229312.07,1303752.557,1858015009,472625.7466,15204686.54,11756916.4,1247582.363,1780201201,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,280.208,276.108,277.673,279.285,280.904,278.8356,Gravity database,NA,5833351.478,6135117.589,6008055.248,5669368.717,5911473.258,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,5711696.4,5863943.667,5640296.663,5257480.737,5618354.367,NA,NA,9.8,39.2,49.4,52.2,170.2,1.126146382,1.351434182,1.522367371,2.205795119,2.68194229,0.553879137,0.636041698,0.672425264,0.822166257,0.872376325,0.497020739,0.369020765,0.390333746,0.558071783,0.522218889,465888.6085,15200415.43,11752556.18,1139436.747,1759162500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Southern Territories,French Southern Territories,TF,ATF,260,ISO 3166-2:TF,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,NA,NA,NA,NA,NA,NA,2332800,2332767,33,3.459005638,968.3030303,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,Gabon,GA,GAB,266,ISO 3166-2:GA,Africa,Sub-Saharan Africa,Middle Africa,2,202,17,26,Global Airport Database,267670,the Food and Agriculture Organization (FAO) of the United Nations,9,Maritime Safety Information,2332800,2332023,777,24.49931148,1840.271557,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,2086.21,2140.22,2192.01,2242.79,2292.57,257556.7901,257547.5331,257580.4935,257791.954,257592.1348,8.100000001,8.31,8.510000001,8.700000001,8.900000001,2190.76,257613.7811,8.504000001,World Trade Organization,1482885.856,7832776.949,7390792.279,3590942.622,4173588636,1436921.522,7567165.469,7162264.426,3509121.439,4028624196,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,1979.786,2064.812,2119.275,2172.578,2225.728,2112.4358,Gravity database,14213558.27,14929488.77,16867325.13,16874405.84,15316824.04,15640320.41,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,14213558.27,14618132.92,16121784.61,15841507.95,14204034.23,14999803.6,no,NA,21.8,53.6,67,40.2,174.2,1.303661664,2.101759853,1.958660766,1.452925059,3.118378614,0.626090327,0.822617207,0.703229245,0.558902999,0.915351102,0.426449893,0.530541043,0.465889888,0.392998653,0.604312905,1436921.522,7200328.052,7126983.182,3483657.167,3988717009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,Gambia,GM,GMB,270,ISO 3166-2:GM,Africa,Sub-Saharan Africa,Western Africa,2,202,11,1,Global Airport Database,11300,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332765,35,27.18555369,795.2571429,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,2317.21,2381.18,2444.92,2508.88,2574,10120.14674,10119.76201,10120.12087,10120.12424,10119.91351,228.9700001,235.2999999,241.5899999,247.91,254.3499999,2445.238,10120.01347,241.6239999,World Trade Organization,11321.6904,4916545.434,352266.228,56901.734,468104732.9,10713.89113,4750393.232,338476.5406,55159.43467,447976182.1,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,2038.501,2213.9,2280.092,2347.696,2416.664,2259.3706,Gravity database,964599.168,1504909.753,1670670.669,1813608.28,1830413,1556840.174,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,964599.168,1473524.723,1596826.556,1702595.65,1697430.802,1486995.38,no,NA,6.4,27,22.4,11.8,113,0.912174403,1.179843587,2.131099419,1.479321576,3.009876058,0.458234553,0.529402059,0.825349062,0.686452098,0.920555574,0.495528387,0.360041206,0.687754074,0.601209917,0.636787781,9473.3623,4750324.193,338221.3682,55159.43505,446042744.6,31,2051.773095,221.6708072,76.76373358,2912.41207,268.5572439,140.1232858,367.7086444,28.38994373,19.5005612,-2.34054594,-1.651515661,-3.249114299,1,1,1,999
Georgia,Georgia,GE,GEO,268,ISO 3166-2:GE,Asia,Western Asia,NA,142,145,NA,2,Global Airport Database,69700,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2332527,273,8.159598863,1086.849817,WorldClim_v2.1 10 mins,yes,2000,World Trade Organization,3771.11,3771.9,3772.33,3770.81,3765.91,69487.93072,69489.68312,69484.80383,69495.20826,69494.55619,54.27,54.28,54.29,54.26,54.19,3770.412,69490.43642,54.258,World Trade Organization,15583631.17,41150798.39,60217715.97,14869572.16,8465464617,14896903.56,39566065.38,57632151.31,14270565.94,8115625022,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,3719.3,3728.004,3726.549,3720.161,3722.716,3723.346,Gravity database,14332879.87,16242916.92,17596922.47,17470436.26,15842922.53,16297215.61,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,14332879.87,15904169.4,16819133.55,16401054.79,14691910.9,15629829.7,no,NA,30.6,34.6,50,40.6,122.2,2.282020198,1.53838881,2.281467711,1.978511903,3.215622088,0.85076314,0.592190953,0.824416264,0.790361722,0.931737869,0.667593407,0.434511892,0.583535798,0.534069423,0.669262329,14896903.56,39563087.35,57485543.41,14270565.94,8024801620,16,1324.325833,230.2224955,63.401974,1779.218754,275.0478101,172.6566922,313.2833179,42.25643704,32.09011661,-1.452017694,-1.060792574,-3.404622037,0.973,0.968,1,999
Germany,Germany,DE,DEU,276,ISO 3166-2:DE,Europe,Western Europe,NA,150,155,NA,529,Global Airport Database,357590,the Food and Agriculture Organization (FAO) of the United Nations,35,Maritime Safety Information,2332800,2331147,1653,8.566336309,780.4089534,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,82331.42,82624.37,82896.7,83148.14,83328.99,348566.5538,348552.4995,348554.4296,348556.4452,348554.7748,236.2,237.05,237.83,238.55,239.07,82865.924,348556.9406,237.74,World Trade Organization,3181484747,6986522467,11332158217,5956701042,1.17726E+12,3051754064,6697739028,10861338149,5711106470,1.12893E+12,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,82667.686,82657.005,82905.785,83092.964,83160.873,82896.8626,Gravity database,3466756882,3690849153,3977289455,3888326789,3846413929,3773927242,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,3466756882,3613876156,3801492143,3650318731,3566966297,3619882042,no,NA,83.4,119.2,136,130.6,220,0.934268605,2.208768602,3.141995922,3.107087368,3.499433157,0.315481063,0.798448719,0.916986813,0.928934237,0.954102845,0.211319433,0.462472782,0.639631421,0.637750876,0.648850655,3048523645,6674902612,10792028396,5697136067,1.08819E+12,26,2798.667872,336.4029399,132.84487,2561.671441,271.6851279,147.4716974,364.7820372,32.3938553,22.9341671,0.649693259,1.997842227,-0.637774517,0.294,0.04,0.735,999
Ghana,Ghana,GH,GHA,288,ISO 3166-2:GH,Africa,Sub-Saharan Africa,Western Africa,2,202,11,19,Global Airport Database,238530,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2332092,708,27.05114458,1213.836158,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,29554.3,30222.26,30870.64,31522.29,32180.4,227533.2974,227542.9905,227542.1243,227532.0485,227535.8835,129.89,132.82,135.67,138.54,141.43,30869.978,227537.2688,135.67,World Trade Organization,314074.5528,17716991.26,10142285.8,6456447.247,11599853116,300764.5185,17148193.6,9832870.789,6227651.478,11242506207,4,2016; 2017; 2018; 2019,UN Comtrade,28206.728,29121.464,29767.109,30417.858,31072.945,29717.2208,Gravity database,42689781.76,60406382.9,67299280.68,68337537.82,70043199.81,61755236.59,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,42689781.76,59146602.26,64324633.55,64154534.3,64954458.28,59054002.03,no,NA,27.5,37.5,42.5,40,177.25,1.797003411,1.704500612,1.264855102,2.20061081,3.361827138,0.735172633,0.712951656,0.459037899,0.818435901,0.936150535,0.540357257,0.470890494,0.337181116,0.596736956,0.649321826,295126.8794,17139993.64,9832672.121,6218098.211,11029677751,20,2417.955585,388.6506068,154.8091356,2060.644828,268.1460931,157.4382097,315.1107884,34.53838915,25.57170325,1.133921052,3.489002143,-0.102811851,0.16,0.005,0.533,999
Gibraltar,Gibraltar,GI,GIB,292,ISO 3166-2:GI,Europe,Southern Europe,NA,150,39,NA,1,Global Airport Database,10,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,32.57,32.6,32.65,32.69,32.71,10.00153539,9.999386541,10.00061259,10.00137676,10.0004586,3256.5,3260.2,3264.800002,3268.549999,3270.849999,32.644,10.00067398,3264.18,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,33.723,33.715,33.706,33.691,33.70875,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,Greece,GR,GRC,300,ISO 3166-2:GR,Europe,Southern Europe,NA,150,39,NA,56,Global Airport Database,131960,the Food and Agriculture Organization (FAO) of the United Nations,64,Maritime Safety Information,2332800,2332299,501,13.8481907,664.2135729,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,10749.74,10692.23,10633.27,10574.02,10512.23,130823.1715,130823.8101,130822.7116,130818.0131,130814.2111,82.16999998,81.73,81.28000001,80.83000001,80.35999997,10632.298,130820.3835,81.27399999,World Trade Organization,57029429.91,254862162.8,393751973,276419799.7,57153752728,54702718.26,244156256.8,377571666.4,265373389.3,54778878858,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,10746.74,10754.679,10732.882,10721.582,10700.556,10731.2878,Gravity database,194558656.5,199844406,212049447.2,205144152.8,188835201.6,200086372.8,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,194558656.5,195676632.7,202676802.1,192587090.6,175116046.3,192123045.6,no,NA,38.4,63,74.2,68,182.4,1.799340466,2.905727286,2.830456111,2.85122918,3.468179532,0.724784893,0.926362477,0.887626028,0.910124164,0.951809832,0.493530181,0.701612187,0.657406151,0.675877317,0.666186762,54702718.46,244153466.8,377571666.6,265373388.7,53666490385,42,2818.629225,251.7285309,77.56516849,3755.25076,273.8902781,130.4218237,388.0594441,25.35052404,16.33850266,-2.413603247,-0.874212587,-3.235097876,0.993,0.788,0.999,999
Greenland,Greenland,GL,GRL,304,ISO 3166-2:GL,Americas,Northern America,NA,19,21,NA,39,Global Airport Database,410450,the Food and Agriculture Organization (FAO) of the United Nations,22,Maritime Safety Information,2332800,2309189,23611,-18.68598648,521.688535,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,55.92,55.93,55.93,55.93,56.03,399428.5714,399500,399500,399500,400214.2857,0.14,0.14,0.14,0.14,0.14,55.948,399628.5714,0.14,World Trade Organization,295125.95,5316817.8,7043311.48,309429.24,774342082.8,287910.967,5200965.873,6885247.148,302982.0861,756840400.3,3,2016; 2017; 2018,UN Comtrade,56.186,56.171,56.023,56.225,56.367,56.1944,Gravity database,NA,2851610.656,3055791.341,2994332.324,3075968.329,2994425.663,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,2792140.055,2920724.505,2811046.49,2852494.703,2844101.438,NA,NA,9,36.66666667,62.66666667,27,131.3333333,0.625633142,1.053212275,1.961681943,1.361089652,1.645536676,0.332011483,0.389031509,0.655003547,0.557320777,0.61854315,0.285423579,0.289850178,0.473555892,0.411299089,0.337352446,287910.967,5200965.873,6885228.793,302359.0723,755968529.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,2,Global Airport Database,340,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332799,1,25.76141739,1790,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,119.97,120.92,121.84,122.72,123.66,340.0124702,339.9971882,340.0027906,339.9916886,339.986803,352.84,355.65,358.35,360.95,363.72,121.822,339.9981881,358.302,World Trade Organization,122890.8052,4611602.297,1489568.368,523935.5962,435663986.8,118277.5154,4420447.694,1427255.357,501963.541,417814858.8,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,107.317,110.874,111.449,112.002,112.519,110.8322,Gravity database,1016208.192,1125685.185,1166523.556,1213485.185,1043411.111,1113062.646,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1016208.192,1102208.918,1114962.887,1139206.641,967605.7584,1068038.479,NA,NA,7,10.8,8.4,11,102.6,0.719937215,1.244578021,0.712008327,1.171352144,2.353801026,0.327426914,0.652866611,0.343636457,0.561711407,0.802199646,0.368389171,0.52483989,0.342894316,0.489721054,0.50869171,117961.4034,4402456.503,1427228.521,501640.7603,415110194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guadeloupe,Guadeloupe,GP,GLP,312,ISO 3166-2:GP,Americas,Latin America and the Caribbean,Caribbean,19,419,29,6,Global Airport Database,NA,NA,4,Maritime Safety Information,2332800,2332793,7,25.56554849,1508,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,397.85,397.02,396.26,395.49,395.64,1627.997381,1627.998524,1628.019721,1627.999835,1628.014155,244.38,243.87,243.3999999,242.9300001,243.02,396.452,1628.005923,243.52,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,Guam,GU,GUM,316,ISO 3166-2:GU,Oceania,Micronesia,NA,9,57,NA,6,Global Airport Database,540,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332798,2,26.6121273,2224,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,168.35,168.61,168.68,168.62,169.23,541.005206,541.0062247,541.0051637,540.9862363,540.9993287,311.18,311.66,311.79,311.69,312.81,168.698,541.0004319,311.826,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,162.896,164.281,165.77,167.295,168.783,165.805,Gravity database,NA,6013000,6060000,6364000,5844000,6070250,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,5887598.336,5792146.296,5974453.709,5419424.8,5768405.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
